timestamp,wind_speed,wind_direction,temperature,pressure,power_output,hour,day,month
2025-01-02 18:00:00,4.536,318,18.116,1015.626,74.754,18,2,1
2025-01-02 19:00:00,5.946,318,18.595,1009.073,136.352,19,2,1
2025-01-02 20:00:00,3.428,325,18.009,1008.116,0.0,20,2,1
2025-01-02 21:00:00,1.066,344,17.866,1018.614,67.626,21,2,1
2025-01-02 22:00:00,3.339,333,18.584,1017.209,0.0,22,2,1
2025-01-02 23:00:00,0.734,336,17.946,1011.349,37.288,23,2,1
2025-01-03 00:00:00,1.162,339,18.888,1014.485,55.662,0,3,1
2025-01-03 01:00:00,2.816,336,18.66,1017.553,98.825,1,3,1
2025-01-03 02:00:00,2.715,335,19.569,1015.752,2.402,2,3,1
2025-01-03 03:00:00,2.683,319,20.716,1014.939,0.0,3,3,1
2025-01-03 04:00:00,1.653,324,18.991,1017.779,76.729,4,3,1
2025-01-03 05:00:00,2.794,327,21.126,1012.302,80.952,5,3,1
2025-01-03 06:00:00,4.458,319,21.654,1014.588,0.0,6,3,1
2025-01-03 07:00:00,3.985,331,22.05,1014.44,0.0,7,3,1
2025-01-03 08:00:00,2.957,349,22.933,1013.676,72.547,8,3,1
2025-01-03 09:00:00,2.222,0,25.323,1013.325,0.0,9,3,1
2025-01-03 10:00:00,2.537,342,22.555,1014.713,0.0,10,3,1
2025-01-03 11:00:00,4.039,344,24.618,1014.597,0.0,11,3,1
2025-01-03 12:00:00,4.452,327,21.103,1011.349,16.491,12,3,1
2025-01-03 13:00:00,3.221,329,22.215,1016.899,0.0,13,3,1
2025-01-03 14:00:00,1.121,312,22.169,1011.565,12.203,14,3,1
2025-01-03 15:00:00,3.364,335,21.94,1013.839,14.827,15,3,1
2025-01-03 16:00:00,2.456,349,21.31,1013.608,0.0,16,3,1
2025-01-03 17:00:00,3.858,9,20.637,1015.568,114.048,17,3,1
2025-01-03 18:00:00,2.523,28,18.558,1008.137,23.637,18,3,1
2025-01-03 19:00:00,1.704,23,17.824,1017.167,62.067,19,3,1
2025-01-03 20:00:00,2.649,15,18.961,1012.463,0.0,20,3,1
2025-01-03 21:00:00,5.411,46,17.437,1018.154,0.0,21,3,1
2025-01-03 22:00:00,4.407,43,16.07,1013.06,34.881,22,3,1
2025-01-03 23:00:00,3.36,18,16.38,1014.347,102.18,23,3,1
2025-01-04 00:00:00,3.302,36,17.033,1020.231,0.0,0,4,1
2025-01-04 01:00:00,0.907,39,19.239,1013.657,7.886,1,4,1
2025-01-04 02:00:00,0.932,66,19.456,1018.206,0.0,2,4,1
2025-01-04 03:00:00,0.0,70,20.851,1014.606,0.0,3,4,1
2025-01-04 04:00:00,4.14,70,20.29,1015.736,15.642,4,4,1
2025-01-04 05:00:00,5.377,97,21.764,1014.699,17.965,5,4,1
2025-01-04 06:00:00,4.601,69,23.033,1017.033,0.0,6,4,1
2025-01-04 07:00:00,4.173,58,22.509,1012.433,0.0,7,4,1
2025-01-04 08:00:00,2.197,42,23.875,1011.537,0.0,8,4,1
2025-01-04 09:00:00,3.168,2,22.798,1012.574,26.228,9,4,1
2025-01-04 10:00:00,5.845,18,23.222,1014.788,111.968,10,4,1
2025-01-04 11:00:00,4.819,8,23.061,1013.827,53.374,11,4,1
2025-01-04 12:00:00,3.669,24,21.751,1016.62,0.0,12,4,1
2025-01-04 13:00:00,1.875,31,23.264,1018.404,55.327,13,4,1
2025-01-04 14:00:00,4.824,42,21.474,1011.562,59.363,14,4,1
2025-01-04 15:00:00,4.009,34,21.315,1012.288,3.894,15,4,1
2025-01-04 16:00:00,1.686,20,21.097,1010.181,0.0,16,4,1
2025-01-04 17:00:00,1.763,22,20.285,1020.58,0.0,17,4,1
2025-01-04 18:00:00,1.253,38,19.839,1015.403,10.569,18,4,1
2025-01-04 19:00:00,2.286,37,18.324,1015.929,88.949,19,4,1
2025-01-04 20:00:00,2.908,24,17.487,1010.469,62.582,20,4,1
2025-01-04 21:00:00,2.214,2,17.634,1014.486,0.0,21,4,1
2025-01-04 22:00:00,3.412,6,15.64,1016.017,29.873,22,4,1
2025-01-04 23:00:00,2.98,357,16.067,1013.731,0.0,23,4,1
2025-01-05 00:00:00,3.997,356,16.614,1017.71,43.706,0,5,1
2025-01-05 01:00:00,2.744,352,17.51,1021.419,0.0,1,5,1
2025-01-05 02:00:00,6.329,344,19.83,1011.642,168.021,2,5,1
2025-01-05 03:00:00,3.442,349,19.0,1011.417,163.603,3,5,1
2025-01-05 04:00:00,2.236,359,20.413,1011.85,0.0,4,5,1
2025-01-05 05:00:00,1.832,33,23.197,1019.302,160.754,5,5,1
2025-01-05 06:00:00,2.767,47,21.919,1017.61,26.985,6,5,1
2025-01-05 07:00:00,1.455,76,23.83,1014.077,0.0,7,5,1
2025-01-05 08:00:00,3.448,61,22.271,1014.593,0.0,8,5,1
2025-01-05 09:00:00,1.643,32,23.41,1012.034,130.073,9,5,1
2025-01-05 10:00:00,3.484,32,22.582,1017.153,27.504,10,5,1
2025-01-05 11:00:00,2.358,47,23.177,1013.344,0.0,11,5,1
2025-01-05 12:00:00,3.092,60,24.259,1013.703,0.0,12,5,1
2025-01-05 13:00:00,4.414,82,20.672,1016.31,33.238,13,5,1
2025-01-05 14:00:00,6.718,36,22.623,1013.919,173.998,14,5,1
2025-01-05 15:00:00,3.472,59,21.65,1013.778,19.379,15,5,1
2025-01-05 16:00:00,3.368,65,19.871,1014.515,97.718,16,5,1
2025-01-05 17:00:00,2.547,37,18.078,1016.869,0.0,17,5,1
2025-01-05 18:00:00,1.985,50,19.191,1019.423,35.455,18,5,1
2025-01-05 19:00:00,1.861,53,17.871,1016.24,0.0,19,5,1
2025-01-05 20:00:00,3.489,60,18.339,1016.893,0.0,20,5,1
2025-01-05 21:00:00,2.429,78,17.821,1013.884,58.97,21,5,1
2025-01-05 22:00:00,5.183,86,19.651,1012.36,0.0,22,5,1
2025-01-05 23:00:00,3.951,60,17.581,1016.445,0.0,23,5,1
2025-01-06 00:00:00,1.937,58,17.039,1014.99,12.349,0,6,1
2025-01-06 01:00:00,2.074,29,18.987,1010.208,0.0,1,6,1
2025-01-06 02:00:00,1.697,41,19.679,1013.492,0.0,2,6,1
2025-01-06 03:00:00,3.519,66,21.783,1014.227,0.0,3,6,1
2025-01-06 04:00:00,1.424,44,21.935,1012.945,106.185,4,6,1
2025-01-06 05:00:00,1.216,32,22.132,1018.921,25.466,5,6,1
2025-01-06 06:00:00,2.139,16,24.168,1015.916,1.081,6,6,1
2025-01-06 07:00:00,4.023,8,21.584,1018.596,124.49,7,6,1
2025-01-06 08:00:00,5.368,16,22.689,1015.266,102.028,8,6,1
2025-01-06 09:00:00,6.052,8,22.611,1014.72,195.846,9,6,1
2025-01-06 10:00:00,5.345,20,23.32,1011.666,0.0,10,6,1
2025-01-06 11:00:00,4.428,39,21.997,1014.512,0.0,11,6,1
2025-01-06 12:00:00,5.124,59,24.078,1014.515,66.003,12,6,1
2025-01-06 13:00:00,3.069,39,22.543,1010.375,22.799,13,6,1
2025-01-06 14:00:00,1.52,64,20.402,1012.857,68.731,14,6,1
2025-01-06 15:00:00,3.539,91,20.211,1013.506,0.0,15,6,1
2025-01-06 16:00:00,2.415,119,21.026,1015.716,38.698,16,6,1
2025-01-06 17:00:00,3.004,116,20.885,1015.86,54.41,17,6,1
2025-01-06 18:00:00,3.28,103,21.566,1012.732,51.563,18,6,1
2025-01-06 19:00:00,3.397,85,22.069,1015.883,0.0,19,6,1
2025-01-06 20:00:00,4.126,65,18.623,1013.93,33.364,20,6,1
2025-01-06 21:00:00,4.162,65,16.673,1005.867,0.0,21,6,1
2025-01-06 22:00:00,3.391,80,15.236,1013.022,0.0,22,6,1
2025-01-06 23:00:00,2.392,104,18.255,1017.713,0.0,23,6,1
2025-01-07 00:00:00,2.726,95,17.358,1009.422,0.0,0,7,1
2025-01-07 01:00:00,2.074,95,18.34,1014.805,0.0,1,7,1
2025-01-07 02:00:00,2.402,93,18.747,1019.223,0.0,2,7,1
2025-01-07 03:00:00,5.847,82,20.05,1012.186,35.577,3,7,1
2025-01-07 04:00:00,4.281,95,22.278,1014.474,0.0,4,7,1
2025-01-07 05:00:00,4.21,102,21.958,1010.555,113.746,5,7,1
2025-01-07 06:00:00,2.986,105,22.288,1019.349,0.0,6,7,1
2025-01-07 07:00:00,4.694,112,21.834,1014.217,34.461,7,7,1
2025-01-07 08:00:00,5.05,123,21.514,1014.607,0.0,8,7,1
2025-01-07 09:00:00,5.253,134,23.205,1018.53,113.658,9,7,1
2025-01-07 10:00:00,4.733,119,23.79,1016.452,26.695,10,7,1
2025-01-07 11:00:00,5.523,135,25.837,1011.841,29.062,11,7,1
2025-01-07 12:00:00,6.035,140,23.538,1012.526,70.234,12,7,1
2025-01-07 13:00:00,5.015,132,24.056,1015.952,75.446,13,7,1
2025-01-07 14:00:00,4.149,136,21.634,1012.595,0.0,14,7,1
2025-01-07 15:00:00,4.926,142,20.075,1008.116,0.0,15,7,1
2025-01-07 16:00:00,2.99,162,19.558,1014.308,0.0,16,7,1
2025-01-07 17:00:00,2.448,143,19.075,1010.027,0.0,17,7,1
2025-01-07 18:00:00,2.909,167,21.791,1019.316,137.792,18,7,1
2025-01-07 19:00:00,0.998,168,17.653,1014.998,0.0,19,7,1
2025-01-07 20:00:00,3.23,159,19.198,1011.752,54.505,20,7,1
2025-01-07 21:00:00,1.816,150,16.843,1012.372,99.641,21,7,1
2025-01-07 22:00:00,1.873,132,18.979,1008.799,36.884,22,7,1
2025-01-07 23:00:00,2.172,101,18.462,1011.169,0.0,23,7,1
2025-01-08 00:00:00,2.585,114,18.213,1017.506,0.0,0,8,1
2025-01-08 01:00:00,2.327,150,18.857,1021.153,40.998,1,8,1
2025-01-08 02:00:00,2.64,121,18.764,1016.637,90.476,2,8,1
2025-01-08 03:00:00,2.853,104,20.821,1014.181,30.028,3,8,1
2025-01-08 04:00:00,2.596,118,20.521,1013.162,67.84,4,8,1
2025-01-08 05:00:00,2.266,118,20.367,1011.588,142.557,5,8,1
2025-01-08 06:00:00,4.42,133,21.012,1020.637,55.923,6,8,1
2025-01-08 07:00:00,1.573,131,23.351,1013.891,0.0,7,8,1
2025-01-08 08:00:00,2.937,121,25.486,1020.804,2.808,8,8,1
2025-01-08 09:00:00,3.155,117,24.048,1018.638,75.374,9,8,1
2025-01-08 10:00:00,4.296,74,23.779,1009.235,0.0,10,8,1
2025-01-08 11:00:00,2.528,54,24.126,1012.46,82.814,11,8,1
2025-01-08 12:00:00,3.036,71,25.017,1012.45,0.0,12,8,1
2025-01-08 13:00:00,3.609,93,23.207,1014.218,19.141,13,8,1
2025-01-08 14:00:00,5.064,119,21.808,1014.277,10.296,14,8,1
2025-01-08 15:00:00,4.584,127,22.891,1023.446,22.456,15,8,1
2025-01-08 16:00:00,2.566,87,21.298,1011.226,11.685,16,8,1
2025-01-08 17:00:00,2.585,76,21.856,1015.144,0.0,17,8,1
2025-01-08 18:00:00,4.042,100,19.524,1016.307,0.0,18,8,1
2025-01-08 19:00:00,1.995,130,17.237,1014.453,0.0,19,8,1
2025-01-08 20:00:00,2.52,155,16.617,1014.788,0.0,20,8,1
2025-01-08 21:00:00,2.691,151,19.975,1011.323,0.0,21,8,1
2025-01-08 22:00:00,2.264,128,19.997,1014.777,55.65,22,8,1
2025-01-08 23:00:00,5.653,128,17.852,1015.992,120.343,23,8,1
2025-01-09 00:00:00,3.201,129,18.009,1015.429,30.844,0,9,1
2025-01-09 01:00:00,3.448,158,20.728,1016.157,0.0,1,9,1
2025-01-09 02:00:00,2.208,163,18.289,1018.684,0.0,2,9,1
2025-01-09 03:00:00,3.397,164,19.281,1017.257,0.0,3,9,1
2025-01-09 04:00:00,4.296,166,21.907,1014.66,0.0,4,9,1
2025-01-09 05:00:00,3.038,174,21.432,1010.931,35.608,5,9,1
2025-01-09 06:00:00,3.372,186,22.608,1012.646,54.745,6,9,1
2025-01-09 07:00:00,2.633,173,23.016,1013.787,26.006,7,9,1
2025-01-09 08:00:00,2.209,154,24.064,1015.203,69.216,8,9,1
2025-01-09 09:00:00,4.659,179,25.613,1013.011,29.975,9,9,1
2025-01-09 10:00:00,3.673,150,24.099,1011.639,0.0,10,9,1
2025-01-09 11:00:00,1.232,180,24.624,1010.882,48.051,11,9,1
2025-01-09 12:00:00,5.23,146,21.058,1009.493,87.292,12,9,1
2025-01-09 13:00:00,3.523,136,22.954,1013.741,0.0,13,9,1
2025-01-09 14:00:00,3.53,154,21.357,1010.037,21.35,14,9,1
2025-01-09 15:00:00,5.601,154,20.17,1011.445,43.964,15,9,1
2025-01-09 16:00:00,4.102,131,19.798,1013.264,0.0,16,9,1
2025-01-09 17:00:00,3.463,139,19.68,1010.438,24.543,17,9,1
2025-01-09 18:00:00,1.904,141,20.471,1015.585,0.0,18,9,1
2025-01-09 19:00:00,0.811,138,17.183,1016.667,18.052,19,9,1
2025-01-09 20:00:00,2.044,127,18.364,1012.798,0.0,20,9,1
2025-01-09 21:00:00,2.973,127,17.481,1013.135,0.0,21,9,1
2025-01-09 22:00:00,3.159,117,17.603,1016.058,0.0,22,9,1
2025-01-09 23:00:00,2.297,161,19.339,1012.304,66.095,23,9,1
2025-01-10 00:00:00,2.62,157,19.184,1012.085,0.0,0,10,1
2025-01-10 01:00:00,0.638,151,20.648,1018.023,0.0,1,10,1
2025-01-10 02:00:00,2.716,142,19.501,1017.086,20.039,2,10,1
2025-01-10 03:00:00,3.149,175,19.588,1016.238,0.0,3,10,1
2025-01-10 04:00:00,5.492,146,20.935,1017.211,96.786,4,10,1
2025-01-10 05:00:00,4.118,153,22.266,1008.502,0.0,5,10,1
2025-01-10 06:00:00,2.709,149,22.895,1018.495,11.597,6,10,1
2025-01-10 07:00:00,3.397,124,21.98,1015.61,136.038,7,10,1
2025-01-10 08:00:00,3.404,110,23.837,1017.466,0.0,8,10,1
2025-01-10 09:00:00,4.362,116,24.268,1015.595,18.732,9,10,1
2025-01-10 10:00:00,4.253,101,27.08,1014.58,0.0,10,10,1
2025-01-10 11:00:00,2.754,106,26.173,1013.608,0.0,11,10,1
2025-01-10 12:00:00,1.82,138,22.563,1015.535,25.285,12,10,1
2025-01-10 13:00:00,3.651,142,22.736,1013.498,0.0,13,10,1
2025-01-10 14:00:00,5.454,116,20.682,1017.037,83.995,14,10,1
2025-01-10 15:00:00,4.436,101,20.992,1009.674,33.213,15,10,1
2025-01-10 16:00:00,4.831,96,21.3,1012.809,0.0,16,10,1
2025-01-10 17:00:00,5.06,90,21.597,1020.568,85.608,17,10,1
2025-01-10 18:00:00,4.149,93,18.567,1012.555,0.0,18,10,1
2025-01-10 19:00:00,2.49,99,18.058,1013.718,0.0,19,10,1
2025-01-10 20:00:00,3.012,131,15.82,1011.786,12.622,20,10,1
2025-01-10 21:00:00,4.266,131,17.936,1015.441,93.144,21,10,1
2025-01-10 22:00:00,3.844,111,16.791,1012.225,0.0,22,10,1
2025-01-10 23:00:00,3.941,132,17.569,1013.877,10.978,23,10,1
2025-01-11 00:00:00,2.605,155,17.556,1016.966,8.581,0,11,1
2025-01-11 01:00:00,2.521,160,19.001,1012.323,36.155,1,11,1
2025-01-11 02:00:00,2.669,156,17.647,1016.786,65.122,2,11,1
2025-01-11 03:00:00,2.897,168,18.733,1016.886,0.0,3,11,1
2025-01-11 04:00:00,4.492,165,23.829,1017.585,67.144,4,11,1
2025-01-11 05:00:00,1.095,129,20.5,1014.841,73.168,5,11,1
2025-01-11 06:00:00,2.856,140,21.437,1024.143,98.118,6,11,1
2025-01-11 07:00:00,3.42,157,25.556,1017.583,27.859,7,11,1
2025-01-11 08:00:00,2.219,184,27.285,1015.394,8.659,8,11,1
2025-01-11 09:00:00,4.259,171,22.658,1011.792,0.0,9,11,1
2025-01-11 10:00:00,3.363,176,23.687,1014.128,0.0,10,11,1
2025-01-11 11:00:00,3.513,181,24.4,1018.699,0.0,11,11,1
2025-01-11 12:00:00,6.081,183,25.731,1019.548,108.541,12,11,1
2025-01-11 13:00:00,5.899,186,21.967,1018.855,80.23,13,11,1
2025-01-11 14:00:00,5.26,187,22.214,1016.775,73.56,14,11,1
2025-01-11 15:00:00,4.728,191,22.704,1010.653,0.0,15,11,1
2025-01-11 16:00:00,3.809,205,21.513,1015.881,0.0,16,11,1
2025-01-11 17:00:00,5.872,228,19.769,1010.695,194.567,17,11,1
2025-01-11 18:00:00,5.035,215,19.351,1009.957,84.746,18,11,1
2025-01-11 19:00:00,2.86,213,17.264,1015.137,33.89,19,11,1
2025-01-11 20:00:00,1.305,206,18.181,1015.989,21.488,20,11,1
2025-01-11 21:00:00,2.985,196,17.882,1017.13,0.0,21,11,1
2025-01-11 22:00:00,2.763,168,18.414,1015.911,0.0,22,11,1
2025-01-11 23:00:00,1.095,169,17.608,1016.014,25.142,23,11,1
2025-01-12 00:00:00,2.716,178,19.245,1011.451,0.0,0,12,1
2025-01-12 01:00:00,2.488,176,20.4,1014.09,0.0,1,12,1
2025-01-12 02:00:00,3.413,177,20.014,1009.883,0.042,2,12,1
2025-01-12 03:00:00,3.713,185,20.987,1008.394,0.0,3,12,1
2025-01-12 04:00:00,2.722,211,21.409,1016.626,119.426,4,12,1
2025-01-12 05:00:00,3.956,204,22.116,1012.145,103.417,5,12,1
2025-01-12 06:00:00,3.184,184,21.958,1017.022,56.826,6,12,1
2025-01-12 07:00:00,3.128,183,23.802,1017.73,0.0,7,12,1
2025-01-12 08:00:00,3.098,218,23.753,1012.547,105.681,8,12,1
2025-01-12 09:00:00,5.079,198,26.646,1016.175,65.49,9,12,1
2025-01-12 10:00:00,4.148,210,26.088,1012.421,0.0,10,12,1
2025-01-12 11:00:00,5.764,232,24.524,1008.867,76.129,11,12,1
2025-01-12 12:00:00,6.743,190,22.812,1014.774,236.601,12,12,1
2025-01-12 13:00:00,4.11,198,21.887,1012.992,0.0,13,12,1
2025-01-12 14:00:00,0.669,210,24.009,1013.084,7.729,14,12,1
2025-01-12 15:00:00,4.012,206,22.158,1020.33,21.134,15,12,1
2025-01-12 16:00:00,3.381,195,21.638,1009.827,0.0,16,12,1
2025-01-12 17:00:00,2.446,185,18.198,1015.553,0.0,17,12,1
2025-01-12 18:00:00,2.334,180,20.695,1011.42,0.0,18,12,1
2025-01-12 19:00:00,2.378,175,19.53,1017.129,47.777,19,12,1
2025-01-12 20:00:00,4.259,167,17.205,1015.3,0.0,20,12,1
2025-01-12 21:00:00,3.481,162,17.706,1015.542,16.439,21,12,1
2025-01-12 22:00:00,4.472,184,18.523,1011.57,0.0,22,12,1
2025-01-12 23:00:00,3.869,163,18.408,1012.108,0.0,23,12,1
2025-01-13 00:00:00,2.774,132,18.4,1017.17,0.0,0,13,1
2025-01-13 01:00:00,2.375,155,19.132,1019.7,0.0,1,13,1
2025-01-13 02:00:00,3.42,152,19.597,1015.829,10.177,2,13,1
2025-01-13 03:00:00,4.158,146,20.819,1011.696,25.341,3,13,1
2025-01-13 04:00:00,4.72,145,23.182,1015.405,0.0,4,13,1
2025-01-13 05:00:00,3.583,150,19.107,1021.67,0.0,5,13,1
2025-01-13 06:00:00,3.845,141,22.612,1014.695,0.0,6,13,1
2025-01-13 07:00:00,4.519,151,23.706,1018.773,41.434,7,13,1
2025-01-13 08:00:00,3.727,135,24.296,1012.167,0.0,8,13,1
2025-01-13 09:00:00,2.685,130,23.76,1014.262,0.0,9,13,1
2025-01-13 10:00:00,2.775,91,22.164,1016.247,0.0,10,13,1
2025-01-13 11:00:00,3.471,113,24.527,1015.58,95.205,11,13,1
2025-01-13 12:00:00,4.719,111,25.872,1012.089,0.0,12,13,1
2025-01-13 13:00:00,5.759,124,21.453,1011.959,48.559,13,13,1
2025-01-13 14:00:00,3.011,133,23.687,1017.353,5.918,14,13,1
2025-01-13 15:00:00,2.89,144,21.52,1017.963,0.0,15,13,1
2025-01-13 16:00:00,3.007,145,21.06,1018.924,0.0,16,13,1
2025-01-13 17:00:00,4.242,153,19.099,1019.8,0.0,17,13,1
2025-01-13 18:00:00,2.993,137,19.253,1014.792,0.0,18,13,1
2025-01-13 19:00:00,2.582,117,20.616,1013.454,0.0,19,13,1
2025-01-13 20:00:00,1.217,116,19.308,1018.441,92.357,20,13,1
2025-01-13 21:00:00,2.876,105,20.423,1016.527,124.558,21,13,1
2025-01-13 22:00:00,2.622,131,19.691,1011.441,0.0,22,13,1
2025-01-13 23:00:00,1.957,139,18.944,1011.287,0.0,23,13,1
2025-01-14 00:00:00,2.219,127,20.916,1015.846,40.592,0,14,1
2025-01-14 01:00:00,3.948,123,19.856,1013.838,0.0,1,14,1
2025-01-14 02:00:00,2.135,126,20.965,1014.291,0.0,2,14,1
2025-01-14 03:00:00,1.838,126,20.353,1017.588,0.0,3,14,1
2025-01-14 04:00:00,4.269,132,21.569,1016.647,0.0,4,14,1
2025-01-14 05:00:00,3.832,134,21.423,1018.36,0.0,5,14,1
2025-01-14 06:00:00,4.502,110,24.156,1008.576,0.0,6,14,1
2025-01-14 07:00:00,4.53,72,22.153,1015.13,0.0,7,14,1
2025-01-14 08:00:00,4.139,66,24.952,1016.454,61.043,8,14,1
2025-01-14 09:00:00,3.731,77,24.05,1009.79,0.0,9,14,1
2025-01-14 10:00:00,5.005,71,25.75,1012.405,33.512,10,14,1
2025-01-14 11:00:00,5.815,94,25.107,1011.849,0.0,11,14,1
2025-01-14 12:00:00,5.971,94,26.057,1014.435,138.888,12,14,1
2025-01-14 13:00:00,3.362,119,24.243,1019.254,0.0,13,14,1
2025-01-14 14:00:00,5.302,141,20.837,1020.438,104.035,14,14,1
2025-01-14 15:00:00,3.915,161,21.906,1011.927,11.111,15,14,1
2025-01-14 16:00:00,2.89,140,19.8,1015.95,0.0,16,14,1
2025-01-14 17:00:00,3.104,141,19.813,1016.047,0.0,17,14,1
2025-01-14 18:00:00,4.195,164,21.54,1015.533,125.528,18,14,1
2025-01-14 19:00:00,4.095,170,19.894,1015.567,48.768,19,14,1
2025-01-14 20:00:00,3.045,181,17.843,1015.281,47.469,20,14,1
2025-01-14 21:00:00,3.883,157,17.2,1019.433,102.462,21,14,1
2025-01-14 22:00:00,3.303,192,18.39,1017.678,12.424,22,14,1
2025-01-14 23:00:00,2.278,179,17.03,1011.19,74.382,23,14,1
2025-01-15 00:00:00,1.815,144,18.091,1016.738,0.0,0,15,1
2025-01-15 01:00:00,3.0,139,19.776,1017.028,40.567,1,15,1
2025-01-15 02:00:00,2.897,96,21.432,1015.296,0.0,2,15,1
2025-01-15 03:00:00,1.478,77,21.513,1017.745,0.0,3,15,1
2025-01-15 04:00:00,3.694,124,18.813,1014.915,6.477,4,15,1
2025-01-15 05:00:00,3.014,118,22.698,1014.952,0.0,5,15,1
2025-01-15 06:00:00,5.305,93,23.128,1014.715,59.015,6,15,1
2025-01-15 07:00:00,2.722,94,24.137,1008.296,0.0,7,15,1
2025-01-15 08:00:00,3.394,79,26.026,1014.11,0.0,8,15,1
2025-01-15 09:00:00,3.093,96,21.876,1012.346,0.0,9,15,1
2025-01-15 10:00:00,2.728,81,23.708,1010.792,0.0,10,15,1
2025-01-15 11:00:00,3.188,87,24.988,1018.653,46.928,11,15,1
2025-01-15 12:00:00,5.917,67,22.047,1015.864,99.32,12,15,1
2025-01-15 13:00:00,4.88,115,25.211,1014.262,101.722,13,15,1
2025-01-15 14:00:00,3.39,125,23.239,1012.657,28.804,14,15,1
2025-01-15 15:00:00,1.612,123,23.076,1015.24,0.0,15,15,1
2025-01-15 16:00:00,1.04,119,20.594,1017.325,0.0,16,15,1
2025-01-15 17:00:00,2.089,110,21.485,1011.87,0.0,17,15,1
2025-01-15 18:00:00,2.189,97,21.082,1014.337,26.839,18,15,1
2025-01-15 19:00:00,2.574,84,19.481,1016.955,3.29,19,15,1
2025-01-15 20:00:00,0.24,115,19.036,1008.543,0.0,20,15,1
2025-01-15 21:00:00,1.913,106,18.814,1014.178,0.473,21,15,1
2025-01-15 22:00:00,3.693,69,17.388,1013.063,26.493,22,15,1
2025-01-15 23:00:00,4.937,49,18.386,1013.95,0.0,23,15,1
2025-01-16 00:00:00,1.32,67,18.788,1012.826,17.435,0,16,1
2025-01-16 01:00:00,1.454,64,19.936,1014.743,0.0,1,16,1
2025-01-16 02:00:00,1.515,63,21.319,1020.102,60.806,2,16,1
2025-01-16 03:00:00,2.788,85,19.586,1013.359,28.995,3,16,1
2025-01-16 04:00:00,1.749,72,21.486,1015.206,89.611,4,16,1
2025-01-16 05:00:00,4.878,85,24.185,1020.315,0.0,5,16,1
